ID;Name;Relation's Name;Relation's ID;Relationship
202;Euphronios ( Sarpedon ) krater;Switzerland;299;shipped_to
35;red-on-buff decorated pottery;United States;184;shipped_to
366;Salvadoran antiquities;Japan;210;shipped_to
366;Salvadoran antiquities;Saudi Arabia;260;shipped_to
366;Salvadoran antiquities;United States;184;shipped_to
372;Señor de Las Limas;San Antonio;364;shipped_to
278;western-most ( farthest right ) maithuna;Hong Kong;213;shipped_to
278;western-most ( farthest right ) maithuna;Thailand;384;shipped_to
211;Anne-Louise Schaffer;Museum of Primitive Art;6;worked_for
467;Brendan Lynch;Sotheby's;129;worked_for
114;Charles Craig;Crocker Bank;325;worked_for
441;Chester Gorman;University of Pennsylvania;403;worked_for
257;Christian Boursaud;Hydra Gallery;334;worked_for
421;Curator of Provenance;Boston Museum of Fine Arts;249;worked_for
217;Dietrich von Bothmer;Metropolitan Museum of Art;18;worked_for
251;DR Bhandarkar;Archaeological Survey of India;4;worked_for
99;Dyfri Williams;British Museum;355;worked_for
118;Edward Johnson;US Army;254;worked_for
198;Elizabeth Shee Twohig;University College Cork;39;worked_for
405;Fine Arts Services;Miguel de Osma Berckemeyer;143;worked_for
222;Fred Drew;David Swetnam;154;worked_for
42;Frieda Tchacos;Galerie Nefer;0;worked_for
397;Fritz Bürki;Robert Hecht;131;worked_for
385;Gaston Wallace;United States Customs;200;worked_for
350;Jack Ogden;Cambridge Centre for Precious Metal Research;463;worked_for
239;Joel Malter;Malter Galleries;109;worked_for
380;Juan Pedro Laporte;Proyecto Nacional Tikal;177;worked_for
197;Kirit L Mankodi;Indian High Commissions;55;worked_for
50;Mensun Bound;Oxford University-based;290;worked_for
126;Michael Kelly;David Swetnam;154;worked_for
53;Muriel Newman;Dikran Sarrafian;349;worked_for
90;Olof Hansson;Museum of Ethnography;13;worked_for
253;Peter Mimpriss;Marquess of Northampton;360;worked_for
253;Peter Mimpriss;Peter Wilson;151;worked_for
151;Peter Wilson;Sotheby's;129;worked_for
152;Piotr Jaxa;Rolex Awards Website;314;worked_for
284;Ramiz Rizk;Abraham Trust;170;worked_for
205;Robert P Mitchell;Boston Museum of Fine Arts;249;worked_for
420;Román Piña Chan;National Museum of Anthropology;83;worked_for
172;Sezai Portakalci;Incirlik Air Base;77;worked_for
111;Stephen Houston;Proyecto Arqueológico El Zotz;134;worked_for
312;Trinh Cao Tuong;Vietnamese Institute of Archaeology;402;worked_for
2;Vladimir Mefty;CID;266;worked_for
241;William Bullard;University of Florida;44;worked_for
14;William Grimes;New York Times;195;worked_for
199;William Saturno;Boston University;413;worked_for
250;Yakov Chernikov;Russian State Archive of Literature and Art;375;worked_for
182;Raffaele Monticelli;Gianfranco Becchina;186;worked_for
25;Alexander Yerofeyev;Larisa Zavadskaya;84;partnered
211;Anne-Louise Schaffer;Julie Jones;370;partnered
187;Anton Tkalec;Halim Korban;233;partnered
187;Anton Tkalec;Mansur Mokhtarzade;436;partnered
305;Armand Labbé;Robert Olson;149;partnered
212;Art Loss Register;Immigration and Customs Enforcement;45;partnered
219;Barbara Fleischman;Giacomo Medici;444;bought_from
212;Art Loss Register;Sands of Time;37;partnered
335;Benjamin Bishop Johnson;David Swetnam;154;partnered
335;Benjamin Bishop Johnson;Michael Kelly;126;partnered
446;Bill Verick;Jordan Eth;277;partnered
446;Bill Verick;Michael Ratner;60;partnered
19;Bolivia;United States;184;partnered
476;Bolivian National Archives;Cristina Bubba;433;partnered
467;Brendan Lynch;Vaman Ghiya;193;partnered
463;Cambridge Centre for Precious Metal Research;Jack Ogden;350;partnered
270;Carl Cuthe;Sylvanus Morley;286;partnered
257;Christian Boursaud;Giacomo Medici;444;partnered
447;Clive Hollinshead;Johnnie Fell;68;partnered
447;Clive Hollinshead;Jorge Alamilla;264;partnered
433;Cristina Bubba;Bolivian National Archives;476;partnered
188;Danilo Zicchi;Pasquale Camera;307;partnered
154;David Swetnam;Michael Kelly;126;partnered
154;David Swetnam;Miguel de Osma Berckemeyer;143;partnered
154;David Swetnam;Benjamin Bishop Johnson;335;partnered
154;David Swetnam;Fred Drew;222;partnered
261;Denver Art Museum;Museo Nacional de Arqueología e Etnología;215;partnered
349;Dikran Sarrafian;Robert Hecht;131;partnered
456;Elie Borowsky;Gianfranco Becchina;186;partnered
456;Elie Borowsky;Noriyoshi Horiuchi;93;partnered
198;Elizabeth Shee Twohig;National Museum of Ireland;411;partnered
67;Emil Bernal;Pereda;319;partnered
222;Fred Drew;David Swetnam;154;partnered
222;Fred Drew;Miguel de Osma Berckemeyer;143;partnered
42;Frieda Tchacos;Giacomo Medici;444;partnered
42;Frieda Tchacos;Pasquale Camera;307;partnered
397;Fritz Bürki;Robert Hecht;131;partnered
27;Geoffrey Jenkinson;Abraham Trust;170;partnered
444;Giacomo Medici;Frieda Tchacos;42;partnered
444;Giacomo Medici;Hischam Aboutaam;163;partnered
444;Giacomo Medici;Nikolas Koutoulakis;400;partnered
444;Giacomo Medici;Robert Hecht;131;partnered
444;Giacomo Medici;Robin Symes;245;partnered
444;Giacomo Medici;Christian Boursaud;257;partnered
186;Gianfranco Becchina;Anna Spinello;140;alias
186;Gianfranco Becchina;Mario Bruno;221;partnered
186;Gianfranco Becchina;Elie Borowsky;456;partnered
186;Gianfranco Becchina;Robert Hecht;131;partnered
186;Gianfranco Becchina;Rosie Becchina;242;partnered
233;Halim Korban;Mansur Mokhtarzade;436;partnered
233;Halim Korban;Anton Tkalec;187;partnered
163;Hischam Aboutaam;Giacomo Medici;444;partnered
45;Immigration and Customs Enforcement;Art Loss Register;212;partnered
55;Indian High Commissions;Rajan Mathai;102;partnered
350;Jack Ogden;Cambridge Centre for Precious Metal Research;463;partnered
33;James Garriock;Terry Rossiter;443;partnered
239;Joel Malter;Susan Lerer;40;partnered
239;Joel Malter;Robert Olson;149;partnered
339;John Betts;Michael Ward Gallery;292;partnered
68;Johnnie Fell;Clive Hollinshead;447;partnered
218;Marion True;Jiri Frel;435;worked_for
218;Marion True;J Paul Getty Museum;378;worked_for
378;J Paul Getty Museum;Fleischman Collection;229;acquired
226;Christos Michaelides;Robin Symes;245;relationship_with
378;J Paul Getty Museum;Robin Symes;245;bought_from
218;Marion True;Barbara Fleischman;219;implicated_with
218;Marion True;Lawrence Fleischman;471;implicated_with
218;Marion True;Robert Hecht;131;received_antiquities_from
249;Boston Museum of Fine Arts;Giacomo Medici;444;bought_from
218;Marion True;Robert Hecht;131;implicated_with
395;Carabinieri;Giacomo Medici;444;arrested
140;Anna Spinello;Gianfranco Becchina;186;alias
154;David Swetnam;Benjamin Bishop Johnson;335;hired
346;Leonardo Patterson;Donald Hales;173;hired
395;Carabinieri;Giacomo Medici;444;raided
292;Michael Ward Gallery;Jack Ogden;350;hired
149;Robert Olson;Joel Malter;239;hired
292;Michael Ward Gallery;John Betts;339;hired
346;Leonardo Patterson;Paul Clifford;194;hired
71;Jonathan and Cari Markell;Roxanna Brown;70;hired
45;Immigration and Customs Enforcement;Edward Johnson;118;arrested
71;Jonathan and Cari Markell;Robert Olson;149;partnered
202;Euphronios ( Sarpedon ) krater;Dikran Sarrafian;349;verified_by
412;Precolumbian art;Paul Clifford;194;verified_by
82;Ban Chiang pottery;Barry MacLean;263;purchased_by
390;El Zotz Wooden Lintel;Berry & Stark Associates;455;purchased_by
144;dragon ewers;Art Gallery of New South Wales;304;purchased_by
144;dragon ewers;British Museum;355;purchased_by
162;Loma Negra;Nelson Rockefeller;145;purchased_by
274;mask made of fuschite depicting the sun god;Peter G Wray;410;purchased_by
128;Predynastic opium poppy vase;Michigan-based Orpheus Art;16;purchased_by
273;Morgantina Venus;Robin Symes;245;purchased_by
31;sealstones;Michael Ward Gallery;292;purchased_by
166;second Euphronios krater;Leon Levy;207;purchased_by
166;second Euphronios krater;Shelby White;310;purchased_by
136;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;J Paul Getty Museum;378;purchased_by
202;Euphronios ( Sarpedon ) krater;Metropolitan Museum of Art;18;purchased_by
409;Uma Maheshwar;Museum für Indische Kunst;104;purchased_by
258;Silver Hoard of Everbeek;Provincial Archaeological Museum;272;purchased_by
418;totem pole;Sweden;10;purchased_by
157;red-figure krater by Asteas;J Paul Getty Museum;378;purchased_by
101;Alan C Lapiner;Metropolitan Museum of Art;18;sold_antiquities_to
101;Alan C Lapiner;Museum of Primitive Art;6;sold_antiquities_to
468;Alistair McAlpine;British Museum;355;sold_antiquities_to
342;André Emmerich;Detroit Institute of Art;336;sold_antiquities_to
271;Antike Kunst Palladion;J Paul Getty Museum;378;sold_antiquities_to
187;Anton Tkalec;Art Consultancy;41;sold_antiquities_to
425;Luigi Coppola;Antonio ‘Nino' Savoca;161;sold_antiquities_to
245;Robin Symes;Barbara Fleischman;219;sold_antiquities_to
219;Barbara Fleischman;J Paul Getty Museum;378;sold_antiquities_to
126;Michael Kelly;Benjamin Bishop Johnson;335;sold_antiquities_to
154;David Swetnam;Benjamin Bishop Johnson;335;sold_antiquities_to
154;David Swetnam;Charles Craig;114;sold_antiquities_to
137;Atlantis Antiquities;Fleischman Collection;229;sold_antiquities_to
397;Fritz Bürki;Fleischman Collection;229;sold_antiquities_to
161;Antonio ‘Nino' Savoca;Frieda Tchacos;42;sold_antiquities_to
139;Captain Trang;Hoi An;363;sold_antiquities_to
280;Pierre Langlois;Jean Aurance;449;sold_antiquities_to
192;Korban and Tkalec;Marquess of Northampton;360;sold_antiquities_to
245;Robin Symes;Maurice Tempelsman;464;sold_antiquities_to
359;Andre Emmerich Gallery;Michael Rockefeller;462;sold_antiquities_to
176;Everett Rassiga;Nelson Rockefeller;145;sold_antiquities_to
116;Earl Stendahl;Pierre Langlois;280;sold_antiquities_to
384;Thailand;Robert Olson;149;sold_antiquities_to
447;Clive Hollinshead;Ted Wiener;374;sold_antiquities_to
42;Frieda Tchacos;J Paul Getty Museum;378;sold_antiquities_to
334;Hydra Gallery;J Paul Getty Museum;378;sold_antiquities_to
396;Samuel Schweitzer;J Paul Getty Museum;378;sold_antiquities_to
349;Dikran Sarrafian;Robert Hecht;131;sold_antiquities_to
117;a collector from Chiasso;Robin Symes;245;sold_antiquities_to
94;Josué Sáenz;Everett Rassiga;176;implicated_with
468;Alistair McAlpine;John Cummings;132;implicated_with
115;Christie's;John Cummings;132;implicated_with
376;Renzo Canavesi;Orazio di Simone;190;implicated_with
444;Giacomo Medici;Pasquale Camera;307;implicated_with
186;Gianfranco Becchina;Pasquale Camera;307;implicated_with
131;Robert Hecht;Pasquale Camera;307;implicated_with
396;Samuel Schweitzer;Vasek Polak;323;implicated_with
257;Christian Boursaud;Giacomo Medici;444;accepted_material_from
365;Cleveland Museum of Art;Giacomo Medici;444;bought_from
135;E Pfuhl;Giacomo Medici;444;implicated_by
174;Egypt;Giacomo Medici;444;looted_by
202;Euphronios ( Sarpedon ) krater;Giacomo Medici;444;looted_by
136;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;Giacomo Medici;444;looted_by
115;Christie's;Israeli;214;accepted_material_from
97;David Bernstein;Moche pieces;65;accepted_material_from
85;Andre Emmerich's New York Gallery;Peter G Wray;410;accepted_material_from
146;Editions Services;sarcophagus;108;accepted_material_from
391;Euphronios;Euphronios ( Sarpedon ) krater;202;made
387;Euxitheos;Euphronios ( Sarpedon ) krater;202;made
224;Bowers Museum;Armand Labbé;305;employed
249;Boston Museum of Fine Arts;Cornelius C Vermeule III;9;employed
6;Museum of Primitive Art;Julie Jones;370;employed
389;Hermitage;Larisa Zavadskaya;84;employed
378;J Paul Getty Museum;Marion True;218;employed
256;Bangkok University's Southeast Asian Ceramics Museum;Roxanna Brown;70;employed
37;Sands of Time;Sue McGovern;457;employed
100;Art Collections Conservation Network;Michael Kelly;126;employed
390;El Zotz Wooden Lintel;Berry & Stark Associates;455;given_by
150;SPGH;Michael Ward;11;given_by
229;Fleischman Collection;Barbara Fleischman;219;given_by
229;Fleischman Collection;Lawrence Fleischman;471;given_by
230;Mint Museum of Art;a vase;466;possessed
440;Nasher Museum of Art;a vase;466;possessed
147;Museum of Anthropology;Alfonso Medellín Zenil;49;received_antiquities_from
261;Denver Art Museum;Berry & Stark Associates;455;received_antiquities_from
352;Egyptian Embassy;Bonhams;320;received_antiquities_from
451;Santa Barbara Museum of Art;Charles Craig;114;received_antiquities_from
378;J Paul Getty Museum;Galerie Nefer;0;received_antiquities_from
378;J Paul Getty Museum;Gordon McClendon;341;received_antiquities_from
206;Los Angeles County Museum of Art;Jonathan and Cari Markell;71;received_antiquities_from
249;Boston Museum of Fine Arts;Leon Levy;207;received_antiquities_from
378;J Paul Getty Museum;Michael Milken;159;received_antiquities_from
6;Museum of Primitive Art;Michael Rockefeller;462;received_antiquities_from
198;Elizabeth Shee Twohig;Michael Webb;96;received_antiquities_from
6;Museum of Primitive Art;Nelson Rockefeller;145;received_antiquities_from
424;Museum of Fine Arts;Shelby White;310;received_antiquities_from
272;Provincial Archaeological Museum;Silver Hoard of Everbeek;258;received_antiquities_from
18;Metropolitan Museum of Art;Museum of Primitive Art;6;received_antiquities_from
261;Denver Art Museum;El Zotz Wooden Lintel;390;received_antiquities_from
358;Weary Herakles;Antalya Museum;113;displayed_at
274;mask made of fuschite depicting the sun god;Barbier-Mueller Pre-Columbian Art Museum;316;displayed_at
358;Weary Herakles;Metropolitan Museum of Art;18;displayed_at
156;Anton Roeckl;Germany;183;lived_in
330;Rosa Manuel Pascual;Las Limas;432;lived_in
97;David Bernstein;New York;267;lived_in
175;Raúl Apesteguía;Peru;76;lived_in
164;Medici Polaroid;Antike Kunst Palladion;271;implicates
444;Giacomo Medici;Atlantis Antiquities;137;implicates
164;Medici Polaroid;Barbara Fleischman;219;implicates
444;Giacomo Medici;E Pfuhl;135;implicates
164;Medici Polaroid;Fritz Bürki;397;implicates
164;Medici Polaroid;Maurice Tempelsman;464;implicates
444;Giacomo Medici;Medici Polaroid;164;implicated_by
164;Medici Polaroid;Robin Symes;245;implicates
164;Medici Polaroid;Rycroft Collection;445;implicates
164;Medici Polaroid;Samuel Schweitzer;396;implicates
164;Medici Polaroid;Gianfranco Becchina;186;implicates
164;Medici Polaroid;Pasquale Camera;307;implicates
218;Marion True;Carabinieri;395;probed_by
453;Dos Cabezas;Departamento de Monumentos Arqueológicos;326;probed_by
21;Phoenix Ancient Art;Immigration and Customs Enforcement;45;probed_by
337;Giuseppe Mascara;Carabinieri;395;probed_by
320;Bonhams;Luc Watrin;398;probed_by
452;Edward Merrin;New York Times;195;probed_by
185;Velzeke Provincial Archaeological Museum;Flanders Heritage Agency;12;probed_by
349;Dikran Sarrafian;Metropolitan Museum of Art;18;probed_by
96;Michael Webb;Supreme Court;414;probed_by
129;Sotheby's;United States Customs;200;probed_by
473;John Eskenazi;US Homeland Security;294;probed_by
259;Cu Lao Cham;Captain Trang;139;looted_by
429;Placeres;Everett Rassiga;176;looted_by
277;Jordan Eth;Bill Verick;446;partnered
30;Machaquilá Stela 2;Jorge Alamilla;264;looted_by
106;Laguna de los Cóndores;Julio Ullilén;80;looted_by
389;Hermitage;Larisa Zavadskaya;84;looted_by
389;Hermitage;Nikolay Zavadsky;388;looted_by
321;Ban Chiang;Occupants of the modern village of Ban Chiang;434;looted_by
415;Ica Valley;Pablo Soldi;86;looted_by
203;Sipán;Pereda;319;looted_by
317;Las Bocas;baby-face figure;74;origin_for
363;Hoi An;Captain Trang;139;looted_by
275;Morgantina;Morgantina Venus;273;origin_for
469;El Zotz;El Zotz Wooden Lintel;390;origin_for
124;Temple 1;El Zotz Wooden Lintel;390;origin_for
461;Cerveteri;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;136;origin_for
15;Nepal;Hindu;155;origin_for
453;Dos Cabezas;Moche pieces;65;origin_for
34;La Mina;Moche headdress;22;origin_for
127;Zeugma;mosaic floor;340;origin_for
317;Las Bocas;Olmec;382;origin_for
138;Vilasgarh temple;red sandstone figure of a Jina;231;origin_for
321;Ban Chiang;red-on-buff decorated pottery;35;origin_for
8;Coroma;sacred textiles;204;origin_for
227;San Saba;sarcophagus;108;origin_for
38;Xultún;sculptural material;268;origin_for
155;Hindu;sculptures;225;origin_for
127;Zeugma;statuary;318;origin_for
38;Xultún;Stela 3;246;origin_for
328;Aidonia_Greece;Aidonia_Greece Treasure;123;origin_for
244;Perge;Weary Herakles;358;origin_for
309;Italian Giustiniani Collection;torso of a second century AD statue of the god;208;origin_for
430;Wotol;Uma Maheshwar;409;origin_for
162;Loma Negra;Vicús;73;origin_for
348;Mycenaean objects;Michael Ward Gallery;292;consigned_through
66;Mexico;Alberto Luna;428;base_for
267;New York;André Emmerich;342;base_for
368;Munich;Antonio ‘Nino' Savoca;161;base_for
89;Bangkok;Bobbyo Imports;460;base_for
296;Chiang Mai;Bobbyo Imports;460;base_for
331;Los Angeles;Bobbyo Imports;460;base_for
148;Singapore;Bobbyo Imports;460;base_for
269;Geneva;Christian Boursaud;257;base_for
216;Miami;Clive Hollinshead;447;base_for
301;Atru;DR Bhandarkar;251;base_for
267;New York;Edward Merrin;452;base_for
283;India;Vaman Ghiya;193;base_for
269;Geneva;Giacomo Medici;444;belonged_to
171;Geneva storerooms;Giacomo Medici;444;base_for
178;Milwaukee;Glenn Rittenour;232;base_for
43;Helena;Harry Brown;56;base_for
267;New York;Leonardo Patterson;346;base_for
297;British Columbia;Olof Hansson;90;base_for
10;Sweden;Olof Hansson;90;base_for
72;Sicily;Orazio di Simone;190;base_for
299;Switzerland;Orazio di Simone;190;base_for
299;Switzerland;Renzo Canavesi;376;base_for
299;Switzerland;Robert Hecht;131;base_for
184;United States;Robert Hecht;131;base_for
331;Los Angeles;Robert Olson;149;base_for
384;Thailand;Robert Olson;149;base_for
470;London;Robin Symes;245;base_for
282;Truro;Roger Cornelius Russell Yorke;351;base_for
313;El Salvador;Stanley Boggs;167;base_for
453;Dos Cabezas;Steve Bourget;59;base_for
168;JFK Airport;Swiss Air;343;base_for
228;Udon;United States;184;base_for
202;Euphronios ( Sarpedon ) krater;Athens;51;from_culture
65;Moche pieces;La Mina;34;from_culture
65;Moche pieces;Loma Negra;162;from_culture
382;Olmec;Puebla;416;from_culture
252;Lyssipos;Sicyon;422;from_culture
458;Silk Roads Gallery;Jonathan and Cari Markell;71;belonged_to
334;Hydra Gallery;Christian Boursaud;257;belonged_to
160;Butterfields;eBay;255;belonged_to
390;El Zotz Wooden Lintel;Edward Merrin;452;belonged_to
137;Atlantis Antiquities;Fritz Bürki;397;belonged_to
431;Artistic Imports Corporation );Vaman Ghiya;193;belonged_to
81;Cape Lion Logging;Vaman Ghiya;193;belonged_to
291;Megavena;Vaman Ghiya;193;belonged_to
465;Geneva-based Editions Services;Giacomo Medici;444;accepted_material_from
465;Geneva-based Editions Services;Giacomo Medici;444;belonged_to
189;George Ortiz;Giacomo Medici;444;bought_from
354;Greece;Giacomo Medici;444;looted_by
264;Jorge Alamilla;Clive Hollinshead;447;partnered
287;Hunt brothers;Giacomo Medici;444;bought_from
334;Hydra Gallery;Giacomo Medici;444;belonged_to
271;Antike Kunst Palladion;Gianfranco Becchina;186;belonged_to
58;Maya Vase Database;Justin Kerr;26;belonged_to
5;Toi moko;Marquis of Tavistock;356;belonged_to
292;Michael Ward Gallery;Michael Ward;11;belonged_to
196;Saga Horizon;Ong Soo Hin;23;belonged_to
41;Art Consultancy;Peter Wilson;151;belonged_to
46;Rainer Zietz;Peter Wilson;151;belonged_to
460;Bobbyo Imports;Robert Olson;149;belonged_to
24;warehouse;Robert Olson;149;belonged_to
57;Sevso Treasure;Marquess of Northampton;360;belonged_to
333;Merrin Gallery;Edward Merrin;452;belonged_to
317;Las Bocas;Caballo Pintado;279;contains
417;San Miguel la Palotada National Park;El Zotz;469;contains
169;Belgium;Flanders;394;contains
469;El Zotz;Temple 1;124;contains
243;Jequetepeque Valley;Zona Arqueológica Cerro Dos Cabezas;439;contains
52;Sevso Plate;Anton Tkalec;187;held_by
273;Morgantina Venus;Orazio di Simone;190;held_by
289;alabaster duck vessels;PIASA;474;held_by
426;Hillwood Museum;Barry Stern;303;led_by
104;Museum für Indische Kunst;Mariane Yaldiz;386;led_by
100;Art Collections Conservation Network;Michael Kelly;126;led_by
223;Department of Archaeology;Riddi Pradhan;238;led_by
18;Metropolitan Museum of Art;Thomas Hoving;61;led_by
200;United States Customs;Charles Craig;114;raided
395;Carabinieri;Geneva;269;raided
395;Carabinieri;Geneva storerooms;171;raided
381;Italy;Giacomo Medici;444;looted_by
395;Carabinieri;Robert Hecht;131;raided
110;Royal Canadian Mounted Police;Roger Cornelius Russell Yorke;351;raided
200;United States Customs;Sotheby's;129;raided
200;United States Customs;Steven Berger;91;raided
64;Ed Dwyer;André Emmerich;342;rejected_by
64;Ed Dwyer;Glenn Rittenour;232;rejected_by
64;Ed Dwyer;Leonardo Patterson;346;rejected_by
64;Ed Dwyer;Marjorie Neikrug;201;rejected_by
64;Ed Dwyer;Brooklyn Museum;329;rejected_by
56;Harry Brown;Denver Art Museum;261;rejected_by
88;Joseph Garner;Edward Johnson;118;related_to
141;Johnnie Brown Fell;Harry Brown;56;related_to
170;Abraham Trust;Marquess of Northampton;360;related_to
154;David Swetnam;Jacqueline Swetnam;105;relationship_with
388;Nikolay Zavadsky;Larisa Zavadskaya;84;relationship_with
207;Leon Levy;Shelby White;310;relationship_with
174;Egypt;alabaster duck vessels;289;regained
234;Guatemala;Ballcourt Marker;392;regained
381;Italy;Morgantina Venus;273;regained
174;Egypt;Dynasty Tomb of Mutirdis;377;regained
215;Museo Nacional de Arqueología e Etnología;El Zotz Wooden Lintel;390;regained
381;Italy;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;136;regained
234;Guatemala;El Zotz Wooden Lintel;390;regained
234;Guatemala;Macahquilá Stela 2;265;regained
234;Guatemala;Machaquilá Stela 5;353;regained
28;Gaziantep Museum;mosaic floor;340;regained
381;Italy;second Euphronios krater;166;regained
75;Chinese Embassy;Sotheby's;129;regained
354;Greece;Aidonia_Greece Treasure;123;regained
438;Turkey;Boston Museum of Fine Arts;249;regained
32;Villa Giulia;Euphronios ( Sarpedon ) krater;202;regained
407;National Museum;Weary Herakles;358;regained
98;Canada;totem pole;418;regained
15;Nepal;Uma Maheshwar;409;regained
327;Patan Museum;Uma Maheshwar;409;regained
472;Morley Museum;unprovenienced vessel;237;regained
437;Antalya;Weary Herakles;358;regained
360;Marquess of Northampton;Abraham Trust;170;represented_by
151;Peter Wilson;Abraham Trust;170;represented_by
448;Philip Wilson;Abraham Trust;170;represented_by
46;Rainer Zietz;Abraham Trust;170;represented_by
315;Tom Wilson;Abraham Trust;170;represented_by
289;alabaster duck vessels;Christie's;115;returned_by
220;Egyptian;Rupert Wace;235;returned_by
418;totem pole;Sweden;10;returned_by
358;Weary Herakles;Boston Museum of Fine Arts;249;returned_by
390;El Zotz Wooden Lintel;Denver Art Museum;261;returned_by
273;Morgantina Venus;J Paul Getty Museum;378;returned_by
136;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;J Paul Getty Museum;378;returned_by
231;red sandstone figure of a Jina;Vaman Ghiya;193;looted_by
378;J Paul Getty Museum;Giacomo Medici;444;bought_from
353;Machaquilá Stela 5;Harry Brown;56;looted_by
276;Precolumbian figurines;Leonardo Patterson;346;looted_by
240;sea turtle eggs;Leonardo Patterson;346;looted_by
273;Morgantina Venus;Orazio di Simone;190;looted_by
204;sacred textiles;Roger Cornelius Russell Yorke;351;looted_by
204;sacred textiles;Steven Berger;91;looted_by
453;Dos Cabezas;Anton Roeckl;156;looted_by
76;Peru;David Swetnam;154;looted_by
69;José Luis Várez Fisa;Giacomo Medici;444;bought_from
471;Lawrence Fleischman;Giacomo Medici;444;bought_from
207;Leon Levy;Giacomo Medici;444;bought_from
218;Marion True;Giacomo Medici;444;received_antiquities_from
218;Marion True;Giacomo Medici;444;implicated_with
63;Vietnam;Japanese;153;looted_by
269;Geneva;Vaman Ghiya;193;transit_point_for
236;Spain;Leonardo Patterson;346;transit_point_for
48;Los Angeles International Airport;Michael Kelly;126;transit_point_for
470;London;Miguel de Osma Berckemeyer;143;transit_point_for
228;Udon;Occupants of the modern village of;362;transit_point_for
19;Bolivia;David Swetnam;154;transit_point_for
98;Canada;David Swetnam;154;transit_point_for
62;Vancouver;David Swetnam;154;transit_point_for
447;Clive Hollinshead;Ed Dwyer;64;transit_point_for
267;New York;Ed Dwyer;64;transit_point_for
399;Mat Securitas;Giacomo Medici;444;accepted_material_from
447;Clive Hollinshead;Harry Brown;56;transit_point_for
447;Clive Hollinshead;Johnnie Brown Fell;141;transit_point_for
267;New York;Johnnie Brown Fell;141;transit_point_for
368;Munich;Leonardo Patterson;346;transit_point_for
351;Roger Cornelius Russell Yorke;Steven Berger;91;transit_point_for
184;United States;David Swetnam;154;transit_point_for
390;El Zotz Wooden Lintel;Edward Merrin;452;bought_from
136;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;Frieda Tchacos;42;bought_from
454;El Manatí Style Busts;Leonardo Patterson;346;bought_from
383;fake monumental head;Leonardo Patterson;346;bought_from
3;figural carvings;Leonardo Patterson;346;bought_from
36;gold jewelry;Michael Ward Gallery;292;bought_from
65;Moche pieces;Raúl Apesteguía;175;bought_from
158;archaeological artefacts;Robert Olson;149;bought_from
136;Fifth-century BC Attic red-figured kylix, signed by Euphronios as potter and painted by Onesimos ;Hydra Gallery;334;bought_from
157;red-figure krater by Asteas;Gianfranco Becchina;186;bought_from
306;Asia;Robert Olson;149;source_for
384;Thailand;Robert Olson;149;source_for
363;Hoi An;Captain Trang;139;base_for
115;Christie's;Barry Stern;303;auctioned_for
115;Christie's;Vaman Ghiya;193;auctioned_for
470;London;Vaman Ghiya;193;auctioned_for
267;New York;Vaman Ghiya;193;auctioned_for
129;Sotheby's;Vaman Ghiya;193;auctioned_for
399;Mat Securitas;Giacomo Medici;444;belonged_to
120;Hôtel des Ventes;Guy Loudmer;406;auctioned_for
120;Hôtel des Ventes;Hervé Poulin;401;auctioned_for
255;eBay;Hoi An ceramics;475;auctioned_for
295;Arts of Asia;John Eskenazi;473;auctioned_for
320;Bonhams;Joseph Garnish;119;auctioned_for
320;Bonhams;Marquis of Tavistock;356;auctioned_for
129;Sotheby's;Marquis of Tavistock;356;auctioned_for
292;Michael Ward Gallery;Michael Ward;11;auctioned_for
160;Butterfields;Ong Soo Hin;23;auctioned_for
129;Sotheby's;Phoenix Ancient Art;21;auctioned_for
255;eBay;Robert Olson;149;auctioned_for
470;London;Sotheby's;129;auctioned_for
267;New York;Sotheby's;129;auctioned_for
129;Sotheby's;Metropolitan Museum of Art;18;auctioned_for
129;Sotheby's;Gianfranco Becchina;186;auctioned_for
115;Christie's;Gianfranco Becchina;186;auctioned_for
262;"a Denver museum";Butterfields;160;bought_from
300;"a Los Angeles museum";Butterfields;160;bought_from
338;"a Phoenix museum";Butterfields;160;bought_from
142;"a Santa Barbara museum";Butterfields;160;bought_from
288;"a Seattle museum";Butterfields;160;bought_from
304;Art Gallery of New South Wales;Butterfields;160;bought_from
355;British Museum;Butterfields;160;bought_from
378;J Paul Getty Museum;Dietrich von Bothmer;217;bought_from
207;Leon Levy;Dikran Sarrafian;349;bought_from
447;Clive Hollinshead;Ed Dwyer;64;bought_from
56;Harry Brown;Ed Dwyer;64;bought_from
219;Barbara Fleischman;Edward Merrin;452;bought_from
455;Berry & Stark Associates;Edward Merrin;452;bought_from
319;Pereda;Emil Bernal;67;bought_from
143;Miguel de Osma Berckemeyer;Fred Drew;222;bought_from
378;J Paul Getty Museum;Frederick Schultz;248;bought_from
378;J Paul Getty Museum;Fritz Bürki;397;bought_from
